id,url,kind
source-bf2c21fe700395a553f1,https://find-and-update.company-information.service.gov.uk/company/09692990/filing-history,filed accounts
source-a17a53f3d601e9c4c28b,https://find-and-update.company-information.service.gov.uk/company/09766786,primary registry overview
source-5de5376c02ccaba79148,https://find-and-update.company-information.service.gov.uk/company/09766786/filing-history,filed accounts
source-68806a4d61b02d2c180b,https://find-and-update.company-information.service.gov.uk/company/10086986,archived primary source
source-e94890c0366574379248,https://find-and-update.company-information.service.gov.uk/company/10149826,primary registry overview
source-f2547a161d74d4335f9d,https://find-and-update.company-information.service.gov.uk/company/10373577,archived primary source
source-d1d37c7d565ea1c05cfd,https://find-and-update.company-information.service.gov.uk/company/10629120,archived primary source
source-e73e1a7b1537d93a89e7,https://find-and-update.company-information.service.gov.uk/company/10629120/filing-history,filed accounts
source-510c88eb88a5f9e156ad,https://find-and-update.company-information.service.gov.uk/company/10785846,primary registry overview
source-0626f4252fbd36d892a6,https://find-and-update.company-information.service.gov.uk/company/10883299,primary registry overview
source-a24750455b5c43f97086,https://find-and-update.company-information.service.gov.uk/company/11372815,archived primary source
source-b1206c004734c4afd968,https://find-and-update.company-information.service.gov.uk/company/11545550,archived primary source
source-7a6f2b4d38d3b3861d6d,https://find-and-update.company-information.service.gov.uk/company/11641409,archived primary source
source-313ea253fc6eac740f72,https://find-and-update.company-information.service.gov.uk/company/12003121,archived primary source
source-ceddf37d4a48d217b099,https://find-and-update.company-information.service.gov.uk/company/12403422,primary registry overview
source-e83cedca190cefd6e44f,https://find-and-update.company-information.service.gov.uk/company/12589870,archived primary source
source-35dc51980fd3d8be6f43,https://find-and-update.company-information.service.gov.uk/company/13681146,primary registry overview
source-a5f9c4c30ae7de76177d,https://find-and-update.company-information.service.gov.uk/company/16147541,archived primary source
source-8166c06c4e4eddf3569c,https://find-and-update.company-information.service.gov.uk/company/BR021155,primary identity source
source-6f9772fc051abe25e854,https://find-and-update.company-information.service.gov.uk/company/OC303471,archived primary source
source-4b96ee7af68ba6baef16,https://find-and-update.company-information.service.gov.uk/company/OC303471/filing-history,filed accounts
source-6ffb164ac3d278cedd23,https://find-and-update.company-information.service.gov.uk/company/OC307526,archived primary source
source-555a07a734d070dc3f39,https://find-and-update.company-information.service.gov.uk/company/OC307897,primary registry overview
source-5be7978b14dab0d662f5,https://find-and-update.company-information.service.gov.uk/company/OC315356,primary registry overview
source-8b4ee7335df08fdfb3d1,https://find-and-update.company-information.service.gov.uk/company/OC315356/filing-history,filed accounts
source-91842afcad8536a61853,https://find-and-update.company-information.service.gov.uk/company/OC330414,archived primary source
source-8f78a0f06c6b3527dea0,https://find-and-update.company-information.service.gov.uk/company/OC330414/filing-history,filed accounts
source-ad84900d26fdca58b0bd,https://find-and-update.company-information.service.gov.uk/company/OC331411,archived primary source
source-d24bb54d8d1a23da4993,https://find-and-update.company-information.service.gov.uk/company/OC331411/filing-history,filed accounts
source-2101488049b76ab02faa,https://find-and-update.company-information.service.gov.uk/company/OC332081,archived primary source
source-242d3e2ebdbeae6b09fc,https://find-and-update.company-information.service.gov.uk/company/OC332081/filing-history,filed accounts
source-28054c25543507422f4b,https://find-and-update.company-information.service.gov.uk/company/OC342697,archived primary source
source-5b151cce6cb9870eeab9,https://find-and-update.company-information.service.gov.uk/company/OC344021,archived primary source
source-9bb1669e5d7d22c8b5e8,https://find-and-update.company-information.service.gov.uk/company/OC344021/filing-history,filed accounts
source-c201465043b8f1e3e528,https://find-and-update.company-information.service.gov.uk/company/OC360308,archived primary source
source-e2572c3fb8f49eec3305,https://find-and-update.company-information.service.gov.uk/company/OC360308/filing-history,registered-address filing
source-4aec3103e5537679c8d7,https://find-and-update.company-information.service.gov.uk/company/OC361729,archived primary source
source-0ca79db229eff8f83513,https://find-and-update.company-information.service.gov.uk/company/OC372614,archived primary source
source-7ce73d8eeb366c81233c,https://find-and-update.company-information.service.gov.uk/company/OC372614/filing-history,filed accounts
source-bebf4d3be816989ae630,https://find-and-update.company-information.service.gov.uk/company/OC372614/officers?page=3,primary registry
source-01a1664171f8b4d3ce6a,https://find-and-update.company-information.service.gov.uk/company/OC377350,primary registry overview
source-91e4cbf811d83ccf1e34,https://find-and-update.company-information.service.gov.uk/company/OC385173,archived primary source
source-95c628b3bda84dc1b2af,https://find-and-update.company-information.service.gov.uk/company/OC385173/filing-history,filed accounts
source-e9dec95eb84e4ddffe31,https://find-and-update.company-information.service.gov.uk/company/OC392464,archived primary source
source-83c2d3df338b32f767a6,https://find-and-update.company-information.service.gov.uk/company/OC392464/filing-history,filed accounts
source-bcc2188e897b843e5f8c,https://find-and-update.company-information.service.gov.uk/company/SC229257,archived primary source
source-aacc631859b807224c4e,https://find-and-update.company-information.service.gov.uk/company/SC229257/filing-history,filed accounts
source-26e5372ebb6875c4e6d8,https://find-and-update.company-information.service.gov.uk/company/SC253093,archived primary source
source-ac4cbf6f2b2bf03b5f8d,https://find-and-update.company-information.service.gov.uk/officers/07oDguI2hqgxzwurJGLzWcljLR8/appointments,primary registry
source-0c3af99731cbbe6ede38,https://fingleton.com/our-story/,primary
source-b7ad4f9516269514578f,https://fingleton.com/who-we-are/john-fingleton/,primary
source-625211be1accaa95b513,https://flint-global.com/our-story/,primary
source-050cd3894cd710b76f8b,https://haas.berkeley.edu/faculty/teece-david/,primary
source-0b8f2d54d157e9754488,https://renewableenergy.ox.ac.uk/cameron-hepburn/,primary
source-b04d30d28c697b5f4d6d,https://senate.universityofcalifornia.edu/_files/news/notice/pdf/may98notc.pdf,primary
source-30b5fe80cc6347d2f520,https://timcongdon.com/articles/A_2009_A01_Monetary%20policy_IEA_Foreword.pdf,primary
source-5167afe3e172ae547d8d,https://tu-dresden.de/bu/wirtschaft/ee2/ressourcen/dateien/lehrstuhlseiten/ordner_veranstaltungen_alt/ordner_enerday/ordner_enerday_2006/ordner_download_enerday_06/Makholm_paper.pdf,primary
source-a6a24fcc00951c786116,https://volterra.co.uk/volterras-story/,primary
source-fc08c1776b148c5def76,https://www.alixpartners.com/newsroom/alixpartners-appoints-former-cma-data-technology-chief-to-lead-new-behavioural-economics-technology-evidence-team/,receiving-firm announcement
source-62076c660b2156fdb9fe,https://www.alixpartners.com/newsroom/julie-bon-former-cma-economist-joins-alixpartners-in-senior-advisory-role/,receiving-firm announcement
source-6e5d9231f8b434543f7a,https://www.alixpartners.com/newsroom/welcome-new-pmds-nicola-mazzarotto-and-caitlin-wilkinson/,receiving-firm announcement
source-a6e104430a946014cfea,https://www.alixpartners.com/our-people/32991/stefan-hunt/,employer biography
source-6cd61f190e22ccd68329,https://www.analysisgroup.com/about/locations/,official office/contact page
source-9b7cf058ec2b9483629c,https://www.bdo.co.uk/en-gb/services/advisory/economic-consulting,primary identity source
source-544964c35b0aa197d3cd,https://www.camecon.com/careers,official office/contact page
source-6fc558443c5a4b644b1d,https://www.capitaleconomics.com/about-us/our-team/roger-bootle,primary
source-51f21fef1e8c1e35f010,https://www.capitaleconomics.com/contact-capital-economics,official office/contact page
source-c36c734bd20cc8b93310,https://www.catribunal.org.uk/sites/cat/files/2023-02/2023.02.07_NON-CONFIDENTIAL_Trucks_1284_90_Final.pdf,original tribunal judgment
source-e20bc2d5920cd725a138,https://www.cepa.co.uk/contact,official office/contact page
source-3e6f4fab9bc961ec24dd,https://www.compasslexecon.com/about/our-story,primary
source-147a99e8fc85cd6142b4,https://www.compasslexecon.com/insights/news/compass-lexecon-to-acquire-european-competition-practice-from-lecg,primary
source-8cd354f0fdc23f69d131,https://www.compasslexecon.com/insights/news/competition-economics-expert-rameet-sangha-joins-compass-lexecon,receiving-firm announcement
source-ac7357aab506f020fc90,https://www.compasslexecon.com/insights/news/faten-sabry-joins-compass-lexecon-as-senior-managing-director,receiving-firm announcement
source-8ecfa4f455fb93e65af7,https://www.compasslexecon.com/professionals/faten-sabry,employer biography
source-d76b96d4bf4cf37b171f,https://www.crai.com/locations/,official office/contact page
source-c9940782b57fffef0d14,https://www.deloitte.com/uk/en/services/consulting-financial/services/economic-advisory.html,primary identity source
source-f5f51664510b4735b657,https://www.eiu.com/n/contact-us/,official office/contact page
source-3385aeba307a6adf0749,https://www.fideres.com/about-us/,primary
source-5e049b03c670a2271558,https://www.frontier-economics.com/uk/en/locations/,official office/contact page
source-18bcddb4a383ff25e88c,https://www.frontier-economics.com/uk/en/news-and-insights/news/news-article-i21944-frontier-economics-hires-cma-chief-economic-advisor/,receiving-firm announcement
source-5d9b6866537dc443dce8,https://www.fticonsulting.com/saudi-arabia/newsroom/compass-lexecon-appoints-ofgem-chief-economist-senior-vice-president-head-research,receiving-firm announcement
source-1da72f8a009a97724402,https://www.gbv.de/dms/spk/sbb/toc/226695999.pdf,primary
source-6201a5e895a4e4e90376,https://www.grantthornton.co.uk/services/consulting/economic-consulting/,primary identity source
source-ea214dfd8a4d507b57d6,https://www.johnkay.com/about/?am9ob=354723,primary
source-97af0c5d383c36501fc5,https://www.keystone.com/news-publications/stefan-hunt-joins-keystone-to-build-the-european-data-and-technology-capability,receiving-firm announcement
source-a46b28effe52408bfd31,https://www.ldc.co.uk/news/capital-economics-exit/,issuer transaction announcement
source-14678cd3d72e061f2cd7,https://www.london.edu/news/remembering-sir-james-ball-1393?entry=true,primary
source-7b75292d94ef79992e83,https://www.nera.com/locations.html,official office/contact page
source-bd12bccea531f8fbde1e,https://www.ofgem.gov.uk/sites/default/files/docs/2009/02/principles-processes-and-issues-con-doc_final---270209.pdf,primary regulator retrospective
source-b4f6ac6ea88797ea03e5,https://www.oxera.com/about-us/media-centre/dr-helen-jenkins-appointed-as-oxeras-first-managing-partner/,primary
source-2b89364c1e0dae2fc75d,https://www.oxera.com/about-us/media-centre/oxera-strengthens-merger-expertise-with-appointment-of-francesca-sala-as-partner/,receiving-firm announcement
source-cbfb744fcb4575aed806,https://www.oxera.com/locations/,official office/contact page
source-3e7e3f4cb7ed5445c2e9,https://www.oxfordeconomics.com/about-us/,primary
source-d0004a374eb7abcfcafe,https://www.paconsulting.com/about/legal/pa-consulting-group-companies-details,primary identity source
source-7b913117d1360b5ace48,https://www.pantheonmacro.com/en-us/about-us,primary
source-15c0e40bfd53d6b265f3,https://www.prnewswire.com/news-releases/former-uk-cma-ceo-andrea-coscelli-to-join-keystone-as-co-head-of-europe-301688887.html,Keystone-authored syndicated announcement
source-b50510ded5684177da92,https://www.prnewswire.com/news-releases/keystone-enters-europe-through-new-partnership-with-cristina-caffarra-301581799.html,archived primary source
source-f78e1a4f73a9f4847697,https://www.pwc.co.uk/services/economics.html,primary identity source
source-443857f813a7446987e8,https://www.rbbecon.com/about/,primary
source-d724210f1e0e3416167d,https://www.rbbecon.com/contact/,official office/contact page
source-a1e6e965ccd576838307,https://www.seh.ox.ac.uk/people/colin-mayer,primary
source-2c618c4e17cb735da94c,https://www.strath.ac.uk/business/economics/fraserofallanderinstitute/about/,primary identity source
source-217322c98a451afdcdf9,https://www.thegazette.co.uk/London/issue/59864,primary_address_context
